:::MLLOG {"namespace": "worker0", "time_ms": 1665354239079, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 177}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354239261, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 178}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354239261, "event_type": "POINT_IN_TIME", "key": "submission_benchmark", "value": "resnet", "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 179}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354239261, "event_type": "POINT_IN_TIME", "key": "submission_org", "value": "Habana", "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 180}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354239261, "event_type": "POINT_IN_TIME", "key": "submission_division", "value": "closed", "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 181}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354239261, "event_type": "POINT_IN_TIME", "key": "submission_platform", "value": "gaudi-0", "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 182}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354239261, "event_type": "POINT_IN_TIME", "key": "submission_status", "value": "onprem", "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 183}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354239261, "event_type": "POINT_IN_TIME", "key": "global_batch_size", "value": 2048, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 215}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354239261, "event_type": "POINT_IN_TIME", "key": "train_samples", "value": 1281167, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 216}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354239261, "event_type": "POINT_IN_TIME", "key": "eval_samples", "value": 50000, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 217}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354239261, "event_type": "POINT_IN_TIME", "key": "model_bn_span", "value": 256, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 219}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354239261, "event_type": "POINT_IN_TIME", "key": "gradient_accumulation_steps", "value": 1, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 220}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243067, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit5_bn1_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243067, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit5_conv2_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243067, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit5_bn2_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243067, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit5_bn2_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243067, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit5_conv3_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243067, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit5_bn3_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243067, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit5_bn3_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243067, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit6_conv1_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243067, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit6_bn1_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit6_bn1_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit6_conv2_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit6_bn2_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit6_bn2_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit6_conv3_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit6_bn3_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage3_unit6_bn3_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit1_conv1_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit1_bn1_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit1_bn1_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit1_conv2_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit1_bn2_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit1_bn2_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243068, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit1_conv3_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit1_conv1sc_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit1_bn3_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit1_bn3_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit1_bnsc_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit1_bnsc_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit2_conv1_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit2_bn1_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit2_bn1_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit2_conv2_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit2_bn2_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit2_bn2_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit2_conv3_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243069, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit2_bn3_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit2_bn3_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit3_conv1_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit3_bn1_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit3_bn1_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit3_conv2_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit3_bn2_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit3_bn2_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit3_conv3_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit3_bn3_gamma"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "stage4_unit3_bn3_beta"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "fc1_weight"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "weights_initialization", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 95, "tensor": "fc1_bias"}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243070, "event_type": "POINT_IN_TIME", "key": "opt_name", "value": "lars", "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/utils/optimizers/keras/lars_util.py", "lineno": 106}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243071, "event_type": "POINT_IN_TIME", "key": "lars_epsilon", "value": 0.0, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/utils/optimizers/keras/lars_util.py", "lineno": 117}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243071, "event_type": "POINT_IN_TIME", "key": "lars_opt_weight_decay", "value": 5e-05, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/utils/optimizers/keras/lars_util.py", "lineno": 118}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243071, "event_type": "POINT_IN_TIME", "key": "lars_opt_end_learning_rate", "value": 0.0001, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/utils/optimizers/keras/lars_util.py", "lineno": 119}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243071, "event_type": "POINT_IN_TIME", "key": "lars_opt_learning_rate_decay_steps", "value": 20626, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/utils/optimizers/keras/lars_util.py", "lineno": 120}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243071, "event_type": "POINT_IN_TIME", "key": "lars_opt_learning_rate_decay_poly_power", "value": 2.0, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/utils/optimizers/keras/lars_util.py", "lineno": 121}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243071, "event_type": "POINT_IN_TIME", "key": "lars_opt_momentum", "value": 0.9, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/utils/optimizers/keras/lars_util.py", "lineno": 122}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243071, "event_type": "POINT_IN_TIME", "key": "lars_opt_learning_rate_warmup_epochs", "value": 3.0, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/utils/optimizers/keras/lars_util.py", "lineno": 128}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354243071, "event_type": "POINT_IN_TIME", "key": "lars_opt_base_learning_rate", "value": 9.0, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/utils/optimizers/keras/lars_util.py", "lineno": 129}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354397331, "event_type": "INTERVAL_END", "key": "init_stop", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 311}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354397333, "event_type": "INTERVAL_START", "key": "run_start", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 316}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354397334, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_ctl_imagenet_main.py", "lineno": 317, "first_epoch_num": 1, "epoch_count": 3}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354487106, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 390, "epoch_num": 3}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354488923, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 416, "epoch_num": 3}}
:::MLLOG {"namespace": "worker0", "time_ms": 1665354488957, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 0.3148242235183716, "metadata": {"file": "/root/model_garden/internal/MLPERF/Habana/benchmarks/resnet/implementations/HLS-Gaudi2-TF/TensorFlow/computer_vision/Resnets/resnet_keras/resnet_runnable.py", "lineno": 435, "epoch_num": 3}}
